"","work","dimension","population_size","max_gens","PKG","seconds","generations","diff_fitness","evaluations","initial_temp_1","initial_temp_2","initial_temp","color","base","shape","size","cum_seconds","run","power"
"8036","base-taskset-3",3,200,25,335.38,6.90070503,NA,0,NA,34,34.4,34.2,"blue",TRUE,23,3,5934.54799636,"B",48.6008311530452
"8037","taskset-3",3,200,25,464.21,9.34447117,86,0.00205499999999859,156945,33,35.9,34.45,"red",FALSE,23,4,5943.89246753,"W",49.6775035799056
"8038","base-taskset-3",3,200,25,339.95,6.86321966,NA,0,NA,34,33.9,33.95,"blue",TRUE,23,3,5950.75568719,"B",49.5321462580144
"8039","taskset-3",3,200,25,465.27,9.38471709,87,0.000142000000010967,158712,34,34.9,34.45,"red",FALSE,23,4,5960.14040428,"W",49.5774135264849
"8040","base-taskset-3",3,200,25,337.31,6.8718753,NA,0,NA,34,35.4,34.7,"blue",TRUE,23,3,5967.01227958,"B",49.0855822136353
"8041","taskset-3",3,200,25,458.09,9.37913546,39,0.000837000000004195,71350,33.5,34.4,33.95,"red",FALSE,23,4,5976.39141504,"W",48.8413886283715
"8042","base-taskset-3",3,200,25,335.28,6.87314453,NA,0,NA,33.5,35.9,34.7,"blue",TRUE,23,3,5983.26455957,"B",48.7811653802077
"8043","taskset-3",3,200,25,460.1,9.33284154,60,0.00044300000000419,109918,33.5,35.4,34.45,"red",FALSE,23,4,5992.59740111,"W",49.2990262427621
"8044","base-taskset-3",3,200,25,335.77,6.87932349,NA,0,NA,34,34.9,34.45,"blue",TRUE,23,3,5999.4767246,"B",48.8085784144452
"8045","taskset-3",3,200,25,459.5,9.3327708,65,0.000590000000002533,118613,33.5,35.4,34.45,"red",FALSE,23,4,6008.8094954,"W",49.2351103275782
"8046","base-taskset-3",3,200,25,336.52,6.87527887,NA,0,NA,41.2,34.4,37.8,"blue",TRUE,23,3,6015.68477427,"B",48.9463782288732
"8047","taskset-3",3,200,25,464.28,9.33525128,34,0.00272700000000725,62430,33.5,34.9,34.2,"red",FALSE,23,4,6025.02002555,"W",49.7340656479897
"8048","base-taskset-3",3,200,25,336.18,6.8866235,NA,0,NA,33.5,34.4,33.95,"blue",TRUE,23,3,6031.90664905,"B",48.8163756883181
"8049","taskset-3",3,200,25,462.66,9.38315924,50,0.000802000000007297,91441,33.5,35.4,34.45,"red",FALSE,23,4,6041.28980829,"W",49.3074867607171
"8050","base-taskset-3",3,200,25,335.58,6.87554261,NA,0,NA,40.4,35.4,37.9,"blue",TRUE,23,3,6048.1653509,"B",48.8077842048309
"8051","taskset-3",3,200,25,459.05,9.36976162,62,0.000335000000006858,113165,34,34.9,34.45,"red",FALSE,23,4,6057.53511252,"W",48.9927085252784
"8052","base-taskset-3",3,200,25,342.91,6.88183412,NA,0,NA,34,34.9,34.45,"blue",TRUE,23,3,6064.41694664,"B",49.8282861836838
"8053","base-taskset-4",10,400,10,354.6,7.96894796,NA,0,NA,28,27.6,27.8,"blue",TRUE,21,3,7.96894796,"B",44.4977181153533
"8054","taskset-4",10,400,10,427.96,9.30854751,28,4.334205,104162,34,37,35.5,"red",FALSE,21,4,17.27749547,"W",45.9749493183819
"8055","base-taskset-4",10,400,10,320.2,6.83328813,NA,0,NA,34,32.2,33.1,"blue",TRUE,21,3,24.1107836,"B",46.8588465623504
"8056","taskset-4",10,400,10,423.34,9.23567162,31,4.745175,115166,30.4,31,30.7,"red",FALSE,21,4,33.34645522,"W",45.8374894017724
"8057","base-taskset-4",10,400,10,360.61,6.9270319,NA,0,NA,32.5,31.8,32.15,"blue",TRUE,21,3,40.27348712,"B",52.0583714938573
"8058","taskset-4",10,400,10,1067.83,11.13533733,13,7.574,48753,53.1,38.2,45.65,"red",FALSE,21,4,51.40882445,"W",95.8956130698557
"8059","base-taskset-4",10,400,10,550.19,7.42408822,NA,0,NA,35.8,34.4,35.1,"blue",TRUE,21,3,58.83291267,"B",74.1087637560428
"8060","taskset-4",10,400,10,636.42,9.88624263,17,6.738494,63655,39.4,42.2,40.8,"red",FALSE,21,4,68.7191553,"W",64.3743051651161
"8061","base-taskset-4",10,400,10,630.77,7.53013571,NA,0,NA,43,38.2,40.6,"blue",TRUE,21,3,76.24929101,"B",83.7660866008483
"8062","taskset-4",10,400,10,730.78,10.01068823,21,3.26453000000001,78364,35.9,34.9,35.4,"red",FALSE,21,4,86.25997924,"W",72.9999759467087
"8063","base-taskset-4",10,400,10,582.77,7.56877412,NA,0,NA,42.5,34.4,38.45,"blue",TRUE,21,3,93.82875336,"B",76.996616725563
"8064","taskset-4",10,400,10,486.17,9.37559166,18,8.31615000000001,67623,39.1,37.2,38.15,"red",FALSE,21,4,103.20434502,"W",51.8548607523293
"8065","base-taskset-4",10,400,10,433.94,7.14220374,NA,0,NA,32.5,34.9,33.7,"blue",TRUE,21,3,110.34654876,"B",60.757157846074
"8066","taskset-4",10,400,10,503.06,9.55424338,15,6.03326100000001,56269,32.5,33.9,33.2,"red",FALSE,21,4,119.90079214,"W",52.6530443062672
"8067","base-taskset-4",10,400,10,390.24,7.04358346,NA,0,NA,47.9,34.4,41.15,"blue",TRUE,21,3,126.9443756,"B",55.4036169538055
"8068","taskset-4",10,400,10,556.64,9.64501573,13,5.626885,48913,32.2,34.4,33.3,"red",FALSE,21,4,136.58939133,"W",57.7127104384722
"8069","base-taskset-4",10,400,10,386.02,7.01253638,NA,0,NA,31.1,32,31.55,"blue",TRUE,21,3,143.60192771,"B",55.0471297519315
"8070","taskset-4",10,400,10,441.36,9.30283022,15,7.930132,56172,31.5,32.5,32,"red",FALSE,21,4,152.90475793,"W",47.443626247325
"8071","base-taskset-4",10,400,10,370.67,7.03643879,NA,0,NA,32,35.1,33.55,"blue",TRUE,21,3,159.94119672,"B",52.6786363190974
"8072","taskset-4",10,400,10,676.04,9.90968777,32,7.657476,118745,34,34.9,34.45,"red",FALSE,21,4,169.85088449,"W",68.2201110358495
"8073","base-taskset-4",10,400,10,551.48,7.41405146,NA,0,NA,35.9,34.9,35.4,"blue",TRUE,21,3,177.26493595,"B",74.383082310033
"8074","taskset-4",10,400,10,743.66,10.16120406,28,5.485398,104249,42.8,35.4,39.1,"red",FALSE,21,4,187.42614001,"W",73.1862086037075
"8075","base-taskset-4",10,400,10,411.3,7.10144117,NA,0,NA,35.9,35.9,35.9,"blue",TRUE,21,3,194.52758118,"B",57.9178212075508
"8076","taskset-4",10,400,10,653.07,9.83432659,18,4.049319,67355,41.8,41.4,41.6,"red",FALSE,21,4,204.36190777,"W",66.4071905710424
"8077","base-taskset-4",10,400,10,404.63,7.04418451,NA,0,NA,44,35.9,39.95,"blue",TRUE,21,3,211.40609228,"B",57.4417094591408
"8078","taskset-4",10,400,10,578.89,9.7250257,25,5.664221,93148,49.4,33,41.2,"red",FALSE,21,4,221.13111798,"W",59.5258067030095
"8079","base-taskset-4",10,400,10,428.87,7.1938294,NA,0,NA,31.5,33.4,32.45,"blue",TRUE,21,3,228.32494738,"B",59.6163706634466
"8080","taskset-4",10,400,10,539.55,9.60800628,14,6.53491100000001,52657,33,35.4,34.2,"red",FALSE,21,4,237.93295366,"W",56.1562913549636
"8081","base-taskset-4",10,400,10,449.19,7.1395233,NA,0,NA,31.5,33,32.25,"blue",TRUE,21,3,245.07247696,"B",62.915965271799
"8082","taskset-4",10,400,10,543.13,9.65135623,16,7.574748,60101,33,34.4,33.7,"red",FALSE,21,4,254.72383319,"W",56.2749925561498
"8083","base-taskset-4",10,400,10,502.23,7.31440052,NA,0,NA,34,34.4,34.2,"blue",TRUE,21,3,262.03823371,"B",68.6631800687885
"8084","taskset-4",10,400,10,719.08,10.0519362,25,9.13922600000001,93417,38.6,35.6,37.1,"red",FALSE,21,4,272.09016991,"W",71.5364667754258
"8085","base-taskset-4",10,400,10,493.22,7.29291201,NA,0,NA,36.1,35.9,36,"blue",TRUE,21,3,279.38308192,"B",67.630049467716
"8086","taskset-4",10,400,10,656.8,9.88094185,29,6.114565,107673,35.4,36.2,35.8,"red",FALSE,21,4,289.26402377,"W",66.4713961452976
"8087","base-taskset-4",10,400,10,497.82,7.28415995,NA,0,NA,43.5,39,41.25,"blue",TRUE,21,3,296.54818372,"B",68.3428155637906
"8088","taskset-4",10,400,10,736.04,10.08076547,20,4.681157,74466,62.1,38.2,50.15,"red",FALSE,21,4,306.62894919,"W",73.0142966018234
"8089","base-taskset-4",10,400,10,550.36,7.4777868,NA,0,NA,36.4,38.5,37.45,"blue",TRUE,21,3,314.10673599,"B",73.5993168459951
"8090","taskset-4",10,400,10,538.24,9.63470796,12,11.23547,45018,34.5,37,35.75,"red",FALSE,21,4,323.74144395,"W",55.8646927581602
"8091","base-taskset-4",10,400,10,474.54,7.17150808,NA,0,NA,41.2,39,40.1,"blue",TRUE,21,3,330.91295203,"B",66.1701827155998
"8092","taskset-4",10,400,10,608.75,9.5651684,13,6.52909200000001,48823,35,36.2,35.6,"red",FALSE,21,4,340.47812043,"W",63.6423714192005
"8093","base-taskset-4",10,400,10,515.78,7.34771692,NA,0,NA,38.9,35.9,37.4,"blue",TRUE,21,3,347.82583735,"B",70.1959541468018
"8094","taskset-4",10,400,10,659.35,9.91102613,25,6.025177,93234,38.4,36.2,37.3,"red",FALSE,21,4,357.73686348,"W",66.526915715033
"8095","base-taskset-4",10,400,10,498.83,7.33849057,NA,0,NA,32.5,32.5,32.5,"blue",TRUE,21,3,365.07535405,"B",67.974469033078
"8096","taskset-4",10,400,10,566.16,9.71661409,19,5.288921,70967,41.5,37.8,39.65,"red",FALSE,21,4,374.79196814,"W",58.2672106513597
"8097","base-taskset-4",10,400,10,413.41,7.15350146,NA,0,NA,35.4,35.9,35.65,"blue",TRUE,21,3,381.9454696,"B",57.7912791814821
"8098","taskset-4",10,400,10,487.92,9.44442045,25,8.63826400000001,93216,36.4,37.2,36.8,"red",FALSE,21,4,391.38989005,"W",51.6622488995606
"8099","base-taskset-4",10,400,10,454.37,7.27846746,NA,0,NA,41.2,39.4,40.3,"blue",TRUE,21,3,398.66835751,"B",62.4266031959426
"8100","taskset-4",10,400,10,525.61,9.54935514,28,4.483422,103959,36.1,36.8,36.45,"red",FALSE,21,4,408.21771265,"W",55.0414129848772
"8101","base-taskset-4",10,400,10,475.29,7.32525787,NA,0,NA,32.5,34.4,33.45,"blue",TRUE,21,3,415.54297052,"B",64.8837226531658
"8102","taskset-4",10,400,10,549.32,9.63547382,20,6.461078,74514,33.2,34.4,33.8,"red",FALSE,21,4,425.17844434,"W",57.0101699472004
"8103","base-taskset-4",10,400,10,456.67,7.23336499,NA,0,NA,37.6,34.9,36.25,"blue",TRUE,21,3,432.41180933,"B",63.1338250774485
"8104","taskset-4",10,400,10,637.99,9.92514747,17,5.29682700000001,63493,32.5,33.9,33.2,"red",FALSE,21,4,442.3369568,"W",64.280153209653
"8105","base-taskset-4",10,400,10,319.57,6.85606349,NA,0,NA,32,33,32.5,"blue",TRUE,21,3,449.19302029,"B",46.6112953105106
"8106","taskset-4",10,400,10,499.87,9.57539077,29,4.930825,108089,32.5,34.9,33.7,"red",FALSE,21,4,458.76841106,"W",52.2036136181625
"8107","base-taskset-4",10,400,10,445.83,7.19724151,NA,0,NA,37.1,37.2,37.15,"blue",TRUE,21,3,465.96565257,"B",61.9445657590557
"8108","taskset-4",10,400,10,931.27,10.87385983,32,5.489248,118946,49.6,35.9,42.75,"red",FALSE,21,4,476.8395124,"W",85.6430020764761
"8109","base-taskset-4",10,400,10,549.02,7.49128159,NA,0,NA,37.1,37.2,37.15,"blue",TRUE,21,3,484.33079399,"B",73.2878604820941
"8110","taskset-4",10,400,10,597.82,9.86049443,19,6.60037800000001,71198,41.5,37.5,39.5,"red",FALSE,21,4,494.19128842,"W",60.6277914605546
"8111","base-taskset-4",10,400,10,472.57,7.34778309,NA,0,NA,35,35.4,35.2,"blue",TRUE,21,3,501.53907151,"B",64.3146367022111
"8112","taskset-4",10,400,10,666.68,9.91916036,15,5.11449400000001,56404,35,36.2,35.6,"red",FALSE,21,4,511.45823187,"W",67.2113340044842
"8113","base-taskset-4",10,400,10,468.15,7.27593914,NA,0,NA,44.1,37,40.55,"blue",TRUE,21,3,518.73417101,"B",64.3422094374473
"8114","base-taskset-4",10,400,25,419.25,7.17955618,NA,0,NA,34.5,35.9,35.2,"blue",TRUE,21,3,525.91372719,"B",58.3949744926991
"8115","taskset-4",10,400,25,579.13,9.78659255,36,5.776775,133667,36.1,36.2,36.15,"red",FALSE,21,4,535.70031974,"W",59.1758568716545
"8116","base-taskset-4",10,400,25,433,7.18955046,NA,0,NA,34.5,35.9,35.2,"blue",TRUE,21,3,542.8898702,"B",60.2262968191199
"8117","taskset-4",10,400,25,591.7,9.83318951,59,4.70611600000001,218931,34.5,36.2,35.35,"red",FALSE,21,4,552.72305971,"W",60.1737614634867
"8118","base-taskset-4",10,400,25,432.58,7.18591458,NA,0,NA,34.5,35.4,34.95,"blue",TRUE,21,3,559.90897429,"B",60.1983220346045
"8119","taskset-4",10,400,25,604.93,9.8499464,29,7.64242200000001,107868,35,35.9,35.45,"red",FALSE,21,4,569.75892069,"W",61.414547392867
"8120","base-taskset-4",10,400,25,436.36,7.21850832,NA,0,NA,34,35.9,34.95,"blue",TRUE,21,3,576.97742901,"B",60.4501623681719
"8121","taskset-4",10,400,25,590.72,9.82257447,32,5.265912,118935,34.5,34.9,34.7,"red",FALSE,21,4,586.80000348,"W",60.1390197451972
"8122","base-taskset-4",10,400,25,464.16,7.31896843,NA,0,NA,34.5,34.4,34.45,"blue",TRUE,21,3,594.11897191,"B",63.418773347544
"8123","taskset-4",10,400,25,652.88,9.96825027,39,4.862854,144567,34.5,35.4,34.95,"red",FALSE,21,4,604.08722218,"W",65.4959478660842
"8124","base-taskset-4",10,400,25,442.32,7.21550615,NA,0,NA,35.9,36.2,36.05,"blue",TRUE,21,3,611.30272833,"B",61.3013128677051
"8125","taskset-4",10,400,25,616.13,9.88989562,38,3.61403,141301,35,35.9,35.45,"red",FALSE,21,4,621.19262395,"W",62.2989386009314
"8126","base-taskset-4",10,400,25,484.05,7.37095569,NA,0,NA,35,36.8,35.9,"blue",TRUE,21,3,628.56357964,"B",65.6699104373534
"8127","taskset-4",10,400,25,580.22,9.77707063,46,3.07643,170687,35.8,37.2,36.5,"red",FALSE,21,4,638.34065027,"W",59.3449737613279
"8128","base-taskset-4",10,400,25,436.54,7.24308771,NA,0,NA,35.8,36.2,36,"blue",TRUE,21,3,645.58373798,"B",60.2698762569589
"8129","taskset-4",10,400,25,620.31,9.89883093,42,5.413358,155828,40.8,38.5,39.65,"red",FALSE,21,4,655.48256891,"W",62.6649757316342
"8130","base-taskset-4",10,400,25,455.36,7.26627784,NA,0,NA,35.8,36.2,36,"blue",TRUE,21,3,662.74884675,"B",62.6675734161027
"8131","taskset-4",10,400,25,603.31,9.84630924,57,2.884321,210978,38.9,38,38.45,"red",FALSE,21,4,672.59515599,"W",61.2727048576833
"8132","base-taskset-4",10,400,25,435.48,7.23011117,NA,0,NA,35.4,35.9,35.65,"blue",TRUE,21,3,679.82526716,"B",60.2314390139592
"8133","taskset-4",10,400,25,665.1,10.07454165,38,3.76155300000001,140816,34.8,35.4,35.1,"red",FALSE,21,4,689.89980881,"W",66.017891742003
"8134","base-taskset-4",10,400,25,431.18,7.20102261,NA,0,NA,38.6,39.9,39.25,"blue",TRUE,21,3,697.10083142,"B",59.8776067445232
"8135","taskset-4",10,400,25,580.38,9.80309556,34,7.450208,126261,37.6,39.9,38.75,"red",FALSE,21,4,706.90392698,"W",59.2037480862831
"8136","base-taskset-4",10,400,25,461.59,7.28634296,NA,0,NA,40.8,37,38.9,"blue",TRUE,21,3,714.19026994,"B",63.3500238094749
"8137","taskset-4",10,400,25,926.3,11.26433109,44,2.12898200000001,163536,42.8,43.8,43.3,"red",FALSE,21,4,725.45460103,"W",82.2330232127436
"8138","base-taskset-4",10,400,25,605.24,7.83119244,NA,0,NA,41,39,40,"blue",TRUE,21,3,733.28579347,"B",77.2858034886958
"8139","taskset-4",10,400,25,830.67,10.90417497,47,5.71558,173986,45.9,43.5,44.7,"red",FALSE,21,4,744.18996844,"W",76.1790784066995
"8140","base-taskset-4",10,400,25,471.4,7.36175365,NA,0,NA,35.4,36.8,36.1,"blue",TRUE,21,3,751.55172209,"B",64.0336558939323
"8141","taskset-4",10,400,25,663.06,10.10950067,55,5.8091,203947,35.4,36.2,35.8,"red",FALSE,21,4,761.66122276,"W",65.5878090960154
"8142","base-taskset-4",10,400,25,500.4,7.47667493,NA,0,NA,34.5,35.9,35.2,"blue",TRUE,21,3,769.13789769,"B",66.9281471623376
"8143","taskset-4",10,400,25,590.64,9.8279462,58,3.735507,214705,35,36.2,35.6,"red",FALSE,21,4,778.96584389,"W",60.0980090835255
"8144","base-taskset-4",10,400,25,414.85,7.19839995,NA,0,NA,35,35.4,35.2,"blue",TRUE,21,3,786.16424384,"B",57.630862814173
"8145","taskset-4",10,400,25,576.48,9.77254743,34,3.523543,126120,37.4,36.4,36.9,"red",FALSE,21,4,795.93679127,"W",58.9897367221067
"8146","base-taskset-4",10,400,25,440.55,7.22814372,NA,0,NA,36.9,36.2,36.55,"blue",TRUE,21,3,803.16493499,"B",60.9492584909477
"8147","taskset-4",10,400,25,611.14,9.89679279,37,6.183689,137299,37.9,35.4,36.65,"red",FALSE,21,4,813.06172778,"W",61.7513181257582
"8148","base-taskset-4",10,400,25,426.9,7.17333881,NA,0,NA,34.5,36.8,35.65,"blue",TRUE,21,3,820.23506659,"B",59.5120363483849
"8149","taskset-4",10,400,25,594.01,9.82913065,72,4.536935,266166,35,36.2,35.6,"red",FALSE,21,4,830.06419724,"W",60.4336254295287
"8150","base-taskset-4",10,400,25,553.34,7.52579646,NA,0,NA,36.1,36.2,36.15,"blue",TRUE,21,3,837.5899937,"B",73.5257727126997
"8151","taskset-4",10,400,25,606.5,9.84862576,30,5.87642200000001,111443,35.4,35.9,35.65,"red",FALSE,21,4,847.43861946,"W",61.582195808809
"8152","base-taskset-4",10,400,25,458.32,7.29229411,NA,0,NA,35,35.4,35.2,"blue",TRUE,21,3,854.73091357,"B",62.8499060908008
"8153","taskset-4",10,400,25,617.2,9.99960169,27,2.51681500000001,100688,35.4,36.8,36.1,"red",FALSE,21,4,864.73051526,"W",61.7224584672432
"8154","base-taskset-4",10,400,25,441.31,7.29232299,NA,0,NA,35.4,37.2,36.3,"blue",TRUE,21,3,872.02283825,"B",60.5170671410428
"8155","taskset-4",10,400,25,616.11,9.94854526,30,6.343344,111548,39.8,40.9,40.35,"red",FALSE,21,4,881.97138351,"W",61.9296574421977
"8156","base-taskset-4",10,400,25,432.09,7.21365699,NA,0,NA,35,35.9,35.45,"blue",TRUE,21,3,889.1850405,"B",59.8988835481073
"8157","taskset-4",10,400,25,573.27,9.70787948,45,2.55408300000001,166969,35,34.4,34.7,"red",FALSE,21,4,898.89291998,"W",59.052031000286
"8158","base-taskset-4",10,400,25,420.52,7.15226774,NA,0,NA,44.8,33.9,39.35,"blue",TRUE,21,3,906.04518772,"B",58.7953381062885
"8159","taskset-4",10,400,25,568.21,9.74530692,42,4.896068,156118,35.9,35.4,35.65,"red",FALSE,21,4,915.79049464,"W",58.3060138243445
"8160","base-taskset-4",10,400,25,409.95,7.16395913,NA,0,NA,34,35.9,34.95,"blue",TRUE,21,3,922.95445377,"B",57.2239445481035
"8161","taskset-4",10,400,25,571.88,9.73986684,41,6.786879,152464,34.8,35.4,35.1,"red",FALSE,21,4,932.69432061,"W",58.7153817803119
"8162","base-taskset-4",10,400,25,428.05,7.20127988,NA,0,NA,39.6,38.5,39.05,"blue",TRUE,21,3,939.89560049,"B",59.4408226222142
"8163","taskset-4",10,400,25,582.42,9.80855222,58,3.159114,214635,35.2,36.9,36.05,"red",FALSE,21,4,949.70415271,"W",59.3787938257008
"8164","base-taskset-4",10,400,25,423.4,7.18533767,NA,0,NA,34,34.4,34.2,"blue",TRUE,21,3,956.88949038,"B",58.9255535989306
"8165","taskset-4",10,400,25,576.3,9.82407208,55,6.00994200000001,203772,35,35.9,35.45,"red",FALSE,21,4,966.71356246,"W",58.6620288722474
"8166","base-taskset-4",10,400,25,459.66,7.33191001,NA,0,NA,39.6,38.5,39.05,"blue",TRUE,21,3,974.04547247,"B",62.6930771617586
"8167","taskset-4",10,400,25,584.75,9.82052121,54,4.899085,199930,39.4,37.5,38.45,"red",FALSE,21,4,983.86599368,"W",59.5436828143666
"8168","base-taskset-4",10,400,25,431.97,7.21919438,NA,0,NA,34,34.9,34.45,"blue",TRUE,21,3,991.08518806,"B",59.8363165281609
"8169","taskset-4",10,400,25,580.58,9.77264546,28,7.404779,104066,34.5,34.4,34.45,"red",FALSE,21,4,1000.85783352,"W",59.408683388377
"8170","base-taskset-4",10,400,25,472.55,7.29555892,NA,0,NA,43.5,36.2,39.85,"blue",TRUE,21,3,1008.15339244,"B",64.7722820392217
"8171","taskset-4",10,400,25,592.51,9.79163165,31,6.54381100000001,115254,35.2,36.2,35.7,"red",FALSE,21,4,1017.94502409,"W",60.5118759752365
"8172","base-taskset-4",10,400,25,428.38,7.16008176,NA,0,NA,35,36.2,35.6,"blue",TRUE,21,3,1025.10510585,"B",59.8289257523786
"8173","taskset-4",10,400,25,580.45,9.80019351,41,8.2317,152035,35,35.9,35.45,"red",FALSE,21,4,1034.90529936,"W",59.2284223171426
"8174","base-taskset-4",10,400,25,418.1,7.19608108,NA,0,NA,35,36.8,35.9,"blue",TRUE,21,3,1042.10138044,"B",58.1010685332634
"8175","base-taskset-4",10,200,10,425.97,7.2041573,NA,0,NA,35.8,36.2,36,"blue",TRUE,21,3,1049.30553774,"B",59.128359121198
"8176","taskset-4",10,200,10,605.19,9.8697939,31,7.85152500000001,57522,34,37.5,35.75,"red",FALSE,21,4,1059.17533164,"W",61.3173898190519
"8177","base-taskset-4",10,200,10,448.99,7.30758575,NA,0,NA,35.2,35.9,35.55,"blue",TRUE,21,3,1066.48291739,"B",61.441632758124
"8178","taskset-4",10,200,10,603.27,9.80997687,19,5.807028,35434,39.1,38,38.55,"red",FALSE,21,4,1076.29289426,"W",61.4955578381501
"8179","base-taskset-4",10,200,10,446.77,7.30545645,NA,0,NA,39.9,38.5,39.2,"blue",TRUE,21,3,1083.59835071,"B",61.1556585215151
"8180","taskset-4",10,200,10,646.38,9.99027479,14,6.282933,26168,37.9,38.8,38.35,"red",FALSE,21,4,1093.5886255,"W",64.700923006343
"8181","base-taskset-4",10,200,10,468.87,7.36855381,NA,0,NA,42.5,41.4,41.95,"blue",TRUE,21,3,1100.95717931,"B",63.631210694789
"8182","taskset-4",10,200,10,621.41,9.98567064,19,8.470787,35527,37.4,36.2,36.8,"red",FALSE,21,4,1110.94284995,"W",62.2301718535351
"8183","base-taskset-4",10,200,10,431.58,7.20288214,NA,0,NA,37.1,36.2,36.65,"blue",TRUE,21,3,1118.14573209,"B",59.9176817850861
"8184","taskset-4",10,200,10,642.89,10.02404418,14,7.57491800000001,26301,40.8,41.4,41.1,"red",FALSE,21,4,1128.16977627,"W",64.1347931489264
"8185","base-taskset-4",10,200,10,430.91,7.17335266,NA,0,NA,35.4,35.4,35.4,"blue",TRUE,21,3,1135.34312893,"B",60.0709348088848
"8186","taskset-4",10,200,10,634.67,10.02303536,22,8.31278500000001,40834,36.9,36.8,36.85,"red",FALSE,21,4,1145.36616429,"W",63.3211374802533
"8187","base-taskset-4",10,200,10,428.31,7.20835998,NA,0,NA,34.5,34.9,34.7,"blue",TRUE,21,3,1152.57452427,"B",59.4185086744239
"8188","taskset-4",10,200,10,565.71,9.74932119,19,4.306753,35607,36.4,35.9,36.15,"red",FALSE,21,4,1162.32384546,"W",58.0255782915692
"8189","base-taskset-4",10,200,10,419.97,7.16285359,NA,0,NA,36.1,35.9,36,"blue",TRUE,21,3,1169.48669905,"B",58.6316605139489
"8190","taskset-4",10,200,10,573.42,9.75985946,18,6.33951,33656,39.6,35.4,37.5,"red",FALSE,21,4,1179.24655851,"W",58.7528951979397
"8191","base-taskset-4",10,200,10,428.39,7.2023825,NA,0,NA,35,35.4,35.2,"blue",TRUE,21,3,1186.44894101,"B",59.4789293681639
"8192","taskset-4",10,200,10,573.13,9.74463308,18,11.667267,33483,35.4,36.8,36.1,"red",FALSE,21,4,1196.19357409,"W",58.8149389817764
"8193","base-taskset-4",10,200,10,424.71,7.18325035,NA,0,NA,35.9,34.9,35.4,"blue",TRUE,21,3,1203.37682444,"B",59.1250449735474
"8194","taskset-4",10,200,10,572.7,9.7138465,15,6.468557,27848,35.4,36.4,35.9,"red",FALSE,21,4,1213.09067094,"W",58.9570774049188
"8195","base-taskset-4",10,200,10,427.82,7.27048746,NA,0,NA,34.2,34.9,34.55,"blue",TRUE,21,3,1220.3611584,"B",58.8433722434341
"8196","taskset-4",10,200,10,622.38,9.96381289,22,6.03543900000001,41020,36.9,36.5,36.7,"red",FALSE,21,4,1230.32497129,"W",62.4640393061416
"8197","base-taskset-4",10,200,10,433.69,7.22037088,NA,0,NA,35.4,36.2,35.8,"blue",TRUE,21,3,1237.54534217,"B",60.0647816030193
"8198","taskset-4",10,200,10,581.02,9.75241269,17,6.043282,31782,34.5,34.9,34.7,"red",FALSE,21,4,1247.29775486,"W",59.5770522094261
"8199","base-taskset-4",10,200,10,433.58,7.16366652,NA,0,NA,34.5,35.4,34.95,"blue",TRUE,21,3,1254.46142138,"B",60.524872115348
"8200","taskset-4",10,200,10,648.89,9.97980377,27,3.289204,50139,35.4,35.9,35.65,"red",FALSE,21,4,1264.44122515,"W",65.0203165267247
"8201","base-taskset-4",10,200,10,441.24,7.22562742,NA,0,NA,35.9,36.8,36.35,"blue",TRUE,21,3,1271.66685257,"B",61.0659772988959
"8202","taskset-4",10,200,10,617.52,9.8801245,23,8.230903,42944,38.6,39.2,38.9,"red",FALSE,21,4,1281.54697707,"W",62.5012367000031
"8203","base-taskset-4",10,200,10,462.42,7.2450614,NA,0,NA,37.1,37.2,37.15,"blue",TRUE,21,3,1288.79203847,"B",63.8255460471322
